User,Adresse ,Smartscore,Win Rate,Markets,Realized PnL
https://hashdive.com/Analyze_User?user_address=0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,0x4ffe49ba2a4cae123536a8af4fda48faeb609f71,8.692128386330037,0.5569581749049429,19725,38581.31261306267
https://hashdive.com/Analyze_User?user_address=0xb786b8b6335e77dfad19928313e97753039cb18d,0xb786b8b6335e77dfad19928313e97753039cb18d,9.337729661008163,0.5849633818485214,10787,2403228.7342905244
https://hashdive.com/Analyze_User?user_address=0x212954857f5efc138748c33d032a93bf95974222,0x212954857f5efc138748c33d032a93bf95974222,5.6293171782573665,0.5639833618791289,8174,642216.1884754718
https://hashdive.com/Analyze_User?user_address=0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,1.8517947811214108,0.892301952493471,8041,261256.19324609343
https://hashdive.com/Analyze_User?user_address=0xee00ba338c59557141789b127927a55f5cc5cea1,0xee00ba338c59557141789b127927a55f5cc5cea1,1.7198486823914716,0.6438735675607606,7941,1526750.7091564268
https://hashdive.com/Analyze_User?user_address=0x3f4f9145904c7b3261c3bbe05fcea64d9d91b4b3,0x3f4f9145904c7b3261c3bbe05fcea64d9d91b4b3,10.864221137363641,0.6279418378054265,6671,15954.634518297273
https://hashdive.com/Analyze_User?user_address=0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,0x22271273b28d0d198a8e5ff9e7f9f75d0c24b572,3.2690630546116815,0.6052110315404541,6563,178809.11260538132
https://hashdive.com/Analyze_User?user_address=0xdfaacceff09ac2c037393eee387e81ea024679a7,0xdfaacceff09ac2c037393eee387e81ea024679a7,8.144645177219717,0.6237096237096237,6006,11775.664183238334
https://hashdive.com/Analyze_User?user_address=0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,0x9dd9e18b9dcc393705e73966bc79eccbbd9108bd,1.348246374557198,0.5609137055837563,5516,19245.574409528057
https://hashdive.com/Analyze_User?user_address=0x22dbd51e1a4e10fff072fa24300238c64033190f,0x22dbd51e1a4e10fff072fa24300238c64033190f,6.502980913657781,0.6521129581413979,4993,38378.87026866887
https://hashdive.com/Analyze_User?user_address=0x27653cd5aab78f00563f50a03c12504a9b877ee4,0x27653cd5aab78f00563f50a03c12504a9b877ee4,3.318942484667739,0.6462418300653595,4896,94058.36414143424
https://hashdive.com/Analyze_User?user_address=0xf898dc38744d9e173bcaadef0647ceb42ad8e720,0xf898dc38744d9e173bcaadef0647ceb42ad8e720,10.195627828257184,0.5761784511784511,4752,53803.90043207322
https://hashdive.com/Analyze_User?user_address=0x098eddabb2d388f31e79aaf525e49588f22a6fa2,0x098eddabb2d388f31e79aaf525e49588f22a6fa2,14.681024401798833,0.5591019150341184,4543,38310.32369984148
https://hashdive.com/Analyze_User?user_address=0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,1.5740705893761542,0.6377812430385387,4489,61429.85484175578
https://hashdive.com/Analyze_User?user_address=0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,1.8703843322389408,0.6532258064516129,4464,592892.1771176467
https://hashdive.com/Analyze_User?user_address=0xa9d32192852b1c7ae53e9051935dbd28f7c59d4b,0xa9d32192852b1c7ae53e9051935dbd28f7c59d4b,1.8308852784005947,0.5555300596603947,4358,26084.564833240835
https://hashdive.com/Analyze_User?user_address=0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,0xb10047d6a254b2ebb306d7a7d13bf59171ab6461,2.807330996908288,0.6960942916570372,4327,161477.72450618318
https://hashdive.com/Analyze_User?user_address=0xecbeba24a9e7d8fc3091db367f2578e911ac42ff,0xecbeba24a9e7d8fc3091db367f2578e911ac42ff,1.1493287728561306,0.5579913331633953,3923,81244.86370851954
https://hashdive.com/Analyze_User?user_address=0xfeb581080aee6dc26c264a647b30a9cd44d5a393,0xfeb581080aee6dc26c264a647b30a9cd44d5a393,7.12665016250733,0.562069844506755,3923,413011.3354747912
https://hashdive.com/Analyze_User?user_address=0x5487559b207c980f660774d06cd5ca144377a014,0x5487559b207c980f660774d06cd5ca144377a014,3.96820364341649,0.5972258571054698,3821,63752.97048959059
https://hashdive.com/Analyze_User?user_address=0xfcb034faade540c47ad37e582f6e0c762feac865,0xfcb034faade540c47ad37e582f6e0c762feac865,1.9093703413744776,0.5879223197658952,3759,113482.85909855193
https://hashdive.com/Analyze_User?user_address=0x2adf85be1f25a77ca407cf031bd00d735c05d89c,0x2adf85be1f25a77ca407cf031bd00d735c05d89c,2.6601083425476073,0.5673103073157465,3677,556798.590661388
https://hashdive.com/Analyze_User?user_address=0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,0xf98b622967de1bfc84585ea7abdf1f9199a3bfc5,1.5109892017708304,0.5686167304537999,3658,144473.85303306195
https://hashdive.com/Analyze_User?user_address=0x2c430b6d2ce7f9f9f968b306b06e18df8fd9b289,0x2c430b6d2ce7f9f9f968b306b06e18df8fd9b289,14.812792549155995,0.5956964892412231,3532,14661.435317092775
https://hashdive.com/Analyze_User?user_address=0xde5314ddd05574a22cdaeef4e9ab2c02ce90e5be,0xde5314ddd05574a22cdaeef4e9ab2c02ce90e5be,1.3656645509517125,0.5813886488043791,3471,8946.07455777449
https://hashdive.com/Analyze_User?user_address=0x5454b6cb0218303c13af41e8aef84e6bfe8b6318,0x5454b6cb0218303c13af41e8aef84e6bfe8b6318,1.9741617333327,0.8010817307692307,3328,15501.535084902382
https://hashdive.com/Analyze_User?user_address=0xbde579ead903b9cf5c3fc4be5a0c515464769c38,0xbde579ead903b9cf5c3fc4be5a0c515464769c38,2.029734704565282,0.591378263509411,3294,61961.32274448595
https://hashdive.com/Analyze_User?user_address=0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,0xfc25f141ed27bb1787338d2c4e7f51e3a15e1f7f,1.2228257603773836,0.785890326555761,3246,233675.19029954317
https://hashdive.com/Analyze_User?user_address=0x4aefed77846f1b884bcbfb9e63acb351c2be9337,0x4aefed77846f1b884bcbfb9e63acb351c2be9337,1.2603198265489097,0.6653175591531756,3212,67677.27134983768
https://hashdive.com/Analyze_User?user_address=0xa2f1fecf1cc7db65a46588f764b6691533052d22,0xa2f1fecf1cc7db65a46588f764b6691533052d22,2.8660056590481537,0.5778065351019087,3091,527773.8662214294
https://hashdive.com/Analyze_User?user_address=0x6916cc00aa1c3e75ecf4081df7cae7d2f3592fd4,0x6916cc00aa1c3e75ecf4081df7cae7d2f3592fd4,1.247358323718963,0.6089441829186281,2974,120579.75246014031
https://hashdive.com/Analyze_User?user_address=0xd04d631183d7568356f598a3c77181ec4ab6d0e5,0xd04d631183d7568356f598a3c77181ec4ab6d0e5,2.0505785865948885,0.5858310626702997,2936,42824.80989351908
